wavelength,transmission
0.806675,0.8754377681379294
0.808137,0.8753076251963218
0.8096,0.8751901636595936
0.811063,0.875085275934249
0.812525,0.8749933862801161
0.813988,0.8749136714967687
0.81545,0.8748455916722873
0.816912,0.8747900041106882
0.818375,0.8747462800886148
0.819837,0.8747136964191803
0.8213,0.874692859895669
0.822763,0.8746834882617592
0.824225,0.8746844204559544
0.825688,0.8746962657153997
0.82715,0.8747187539098473
0.828612,0.8747510720277801
0.830075,0.8747934840760266
0.831538,0.8748457128370773
0.833,0.8749071373179256
0.834462,0.8749772230130127
0.835925,0.87505675492559
0.837387,0.8751444112545586
0.83885,0.8752401878608544
0.840313,0.8753440770703681
0.841775,0.87545555182505
0.843238,0.8755741684418822
0.8447,0.8756997499111419
0.846162,0.8758317679677174
0.847625,0.8759700427675052
0.849087,0.876114581214698
0.85055,0.8762647634210181
0.852013,0.8764197075116464
0.853475,0.8765800368964725
0.854938,0.8767450458657192
0.8564,0.8769141167123874
0.857862,0.8770872584183963
0.859325,0.8772634955405506
0.860788,0.87744363516494
0.86225,0.8776265276667962
0.863712,0.8778117350092535
0.865175,0.8779994424600832
0.866638,0.8781890330888587
0.8681,0.8783799758772494
0.869563,0.8785724614712703
0.871025,0.8787652472664659
0.872487,0.8789586973280972
0.87395,0.8791523704383436
0.875413,0.8793461878223772
0.876875,0.8795390849070741
0.878337,0.8797311612048332
0.8798,0.8799220605233612
0.881263,0.880111706292787
0.882725,0.8802992962601778
0.884188,0.8804847535578583
0.88565,0.8806677231549204
0.887112,0.8808479429777297
0.888575,0.8810249751922573
0.890038,0.881198466603729
0.8915,0.8813683357243796
0.892962,0.8815341376282183
0.894425,0.8816951666770557
0.895888,0.8818519594917653
0.89735,0.8820036315653724
0.898813,0.8821497379815005
0.900275,0.8822909093450279
0.901737,0.882426341928033
0.9032,0.88255542122502
0.904663,0.8826784104890766
0.906125,0.8827945170526097
0.907587,0.8829037384065187
0.90905,0.8830052757310203
0.910513,0.8830993996293663
0.911975,0.8831863819191019
0.913438,0.8832647044878902
0.9149,0.883334727744233
0.916362,0.8833965441488613
0.917825,0.8834491718975809
0.919288,0.8834932400243469
0.92075,0.8835279455200116
0.922212,0.8835529349279035
0.923675,0.8835685672070537
0.925138,0.8835743105176505
0.9266,0.8835700705834632
0.928063,0.8835552336525051
0.929525,0.8835297965160569
0.930987,0.8834939429842292
0.93245,0.8834472262056818
0.933913,0.8833892076198481
0.935375,0.8833201518266981
0.936837,0.8832392631626246
0.9383,0.8831473475801619
0.939763,0.8830431574213893
0.941225,0.8829276797431275
0.942688,0.8827995786054808
0.94415,0.8826593063319017
0.945612,0.8825067771129126
0.947075,0.8823417319687603
0.948538,0.8821640814265471
0.95,0.8819736562069038
